pair_id,dataset,ku_source,raw_api,canonical_api,canonical_owner,resolution_status,graph_eligible,reference,reference_origin,reference_locator,official_reference_available,ku,identified_relevance,relevant_groundtruth,resolution_candidates,resolution_reason,symbol_artifact,knowledge_entity_id,knowledge_entity_kind,corpus_eligible,previous_reference,previous_reference_origin,previous_reference_locator,reference_alignment_status,reference_review_reason
JODATIME-0024,jodatime,SO,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"Get the number of weeks between two Dates. 

Im working in a project and I got two types in Date. I want to calculate the number of weeks between these two dates. The dates can be in diffrent years. Is there any good solution for this? 

I have tried to implemenent this with Joda-time which was suggested in other topics.. 

Im not familar with this library, but I tried to do something like this:
    
    
    public static int getNumberOfWeeks(Date f, Date l){
    Calendar c1 = Calendar.getInstance();
    Calendar c2 = Calendar.getInstance();
    c1.setTime(f);
    c2.setTime(l);
    DateTime start = new DateTime(c1.YEAR, c1.MONTH, c1.DAY_OF_MONTH, 0, 0, 0, 0);
    DateTime end = new DateTime(c2.YEAR, c2.MONTH, c2.DAY_OF_MONTH, 0, 0, 0, 0);
    Interval interval = new Interval(start, end);
    Period p = interval.toPeriod();
    return p.getWeeks();
    }
    

But this is completely wrong... any suggestions ? 

It is pretty easy with joda time:
    
    
    DateTime dateTime1 = new DateTime(date1);
    DateTime dateTime2 = new DateTime(date2);
    int weeks = Weeks.weeksBetween(dateTime1, dateTime2).getWeeks();",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0025,jodatime,SO,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"Joda Time - Calculation of seconds between two dates throws an exception. 

I am using following code to calculate difference in seconds between two dates:
    
    
    long secondsBetween = (Seconds.secondsBetween(new LocalDate(""1901-01-01""), new LocalDate()).getSeconds());
    

However I am getting the following exception: 
    
    
    08-08 18:21:27.345: E/AndroidRuntime(6972): java.lang.RuntimeException: Unable to start activity ComponentInfo{com.testbdr/com.testbdr.MainActivity}: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2189)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2216)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.access$600(ActivityThread.java:149)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1305)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Handler.dispatchMessage(Handler.java:99)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Looper.loop(Looper.java:153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.main(ActivityThread.java:5000)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invokeNative(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invoke(Method.java:511)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:821)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:584)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at dalvik.system.NativeStart.main(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): Caused by: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.FieldUtils.safeToInt(FieldUtils.java:206)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.BaseDurationField.getDifference(BaseDurationField.java:141)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.chrono.BaseChronology.get(BaseChronology.java:260)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.base.BaseSingleFieldPeriod.between(BaseSingleFieldPeriod.java:105)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.Seconds.secondsBetween(Seconds.java:124)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.testbdr.MainActivity.onCreate(MainActivity.java:27)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Activity.performCreate(Activity.java:5020)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1080)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): ... 11 more
    

# `int`

As the other answers correctly state, the problem is that you and Joda-Time are using an `int` to handle seconds. A 32-bit int can hold only about 68 years worth of seconds.

If you insist on using seconds to track centuries of time, you must use a 64-bit `long` rather than an 32-bit `int`.

By the way, the use in Unix of a 32-bit int to track time by seconds presents a real-world problem knows an the Year 2038 problem.

# Seconds Not Used For Long Spans Of Time

As other suggest, using seconds to track such long spans of time is unusual. You may want to rethink that premise, if possible. 

One alternative: the ISO 8601 standard offers a Durations format of `PnYnMnDTnHnMnS` for number of years, months, days, and so on. Joda-Time knows hows to parse and generate such strings (Period and Duration classes). While Joda-Time can only handle `int` numbers for seconds, it can handle larger number of seconds when presented as strings in this ISO 8601 format, as seen in code example below (`PT3584908800S`).

# Milliseconds

Joda-Time internally tracks a count-from-epoch using milliseconds. Joda-Time offers methods to access those milliseconds as `long` values. 

I normally advise againt working in milliseconds for date-time work. But in your case it makes sense, converting to seconds as needed. 

# Start of Day

To calculate milliseconds, we'll need to use DateTime rather than LocalDate.

Make a habit of calling the method `withTimeAtStartOfDay` to get the first moment of the day. This time is usually `00:00:00` but not always because of Daylight Saving Time or other anomalies.

# Time Zone

Time zone is crucial even for `LocalDate`. The date (and first moment of day) is determined by the time zone. A new day dawns earlier in Paris than it does in Montr\\\\\\\xc3\\\\\\\xa9al. 

If you omit the time zone, the JVM's current default time zone will be used. Generally better to be explicit and specify the desired time zone. I suspect for your purposes, using UTC make sense.

# Duration

Joda-Time offers the Duration class to represent a span of time untied to the timeline (the history of the Universe).

# Example Code

Example code using Joda-Time 2.4.
    
    
    DateTime history = new DateTime( ""1901-01-01"", DateTimeZone.UTC ).withTimeAtStartOfDay(); // Technically, the call to withTimeAtStartOfDay is not necessary here as Joda-Time defaults to that for parsing a date-only string. But the call is a good habit and makes clear out intention.
    DateTime today = new DateTime( DateTimeZone.UTC ).withTimeAtStartOfDay();
    Duration duration = new Duration( history, today );
    long millis = duration.getMillis(); // Use a long, not an int.
    long seconds = ( millis / 1000L ); // Use a long, not an int. Maybe use BigDecimal or BigInteger if you want rounding.
    

Dump to console.
    
    
    System.out.println( ""history: "" + history );
    System.out.println( ""today: "" + today );
    System.out.println( ""duration: "" + duration );
    System.out.println( ""millis: "" + millis );
    System.out.println( ""seconds: "" + seconds );
    

When run.
    
    
    history: 1901-01-01T00:00:00.000Z
    today: 2014-08-08T00:00:00.000Z
    duration: PT3584908800S
    millis: 3584908800000
    seconds: 3584908800
    

When going the other direction, either:

  * Pass a `long` number of seconds to the static method `Duration.standardSeconds`.
  * Pass an ISO 8601 string to the constructor of Duration.",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0026,jodatime,SO,Instant,org.joda.time.Instant,org.joda.time.Instant,resolved,1,"Instant is the standard implementation of a fully immutable instant in time. Instant is an implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. An Instant should be used to represent a point in time irrespective of any other factor, such as chronology or time zone. Internally, the class holds one piece of data, the instant as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. For example, an Instant can be used to compare two DateTime objects irrespective of chronology or time zone. boolean sameInstant = dt1.toInstant().equals(dt2.toInstant()); Note that the following code will also perform the same check: boolean sameInstant = dt1.isEqual(dt2); Instant is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Instant,1,"How do you divide a time period into equal intervals and find the current one? 

I need to schedule a periodic job for lots of users. This job will run at a fixed rate, the interval. I want to distribute the execution of the job for each user uniformly over that interval. For example, if the interval is 4 days, I'd use a consistent hashing function with an identifier for each user to schedule the job at the same time, eg. every 4 days, on the 3rd day.

The interval is relative to an origin instant that is the same for all users. Given such an origin instant, like `Instant#EPOCH` or some other constant value, how do I find the start date of the current interval?

I can do
    
    
    Instant now = Instant.now();
    Instant origin = Instant.EPOCH;
    Duration interval = Duration.ofDays(4);
    Duration duration = Duration.between(origin, now);
    long sinceOrigin = duration.toMillis();
    long millisPerInterval = interval.toMillis();
    long intervalsSince = sinceOrigin / millisPerInterval;
    Instant startNext = origin.plus(interval.multipliedBy(intervalsSince));
    int cursor = distributionStrategy.distribute(hashCode, millisPerInterval);
    

I can then use the `cursor` to schedule the job at an `Instant` relative to the start of the current interval.

There's a lot of math here and I'm not sure the transformation to milliseconds everywhere will uphold actual dates. Is there a more precise way of dividing the time between two instants and finding the one (the subdivision) we are in currently?

If you only want to reduce the math here, you can use remainder instead of a division and multiplication.
    
    
    long millisSinceIntervalStart = sinceOrigin % millisPerInterval;
    Instant startNext = now.minusMillis(millisSinceIntervalStart);
    

Here you don't have to calculate the number of intervals passed since origin. Just get the time passed since intervalStart and subtract it from current time.

Also, your `startNext` seems to indicate the start of current interval, not the next interval. Correct?",1,1,org.joda.time.Instant,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Instant,resolved_api,1,,,,,
JODATIME-0027,jodatime,TU,DateTime.Property,org.joda.time.DateTime.Property,org.joda.time.DateTime.Property,resolved,1,"DateTime.Property binds a DateTime to a DateTimeField allowing powerful datetime functionality to be easily accessed. The simplest use of this class is as an alternative get method, here used to get the year '1972' (as an int) and the month 'December' (as a String). DateTime dt = new DateTime(1972, 12, 3, 0, 0, 0, 0); int year = dt.year().get(); String monthStr = dt.month().getAsText(); Methods are also provided that allow date modification. These return new instances of DateTime - they do not modify the original. The example below yields two independent immutable date objects 20 years apart. DateTime dt = new DateTime(1972, 12, 3, 0, 0, 0, 0); DateTime dt20 = dt.year().addToCopy(20); Serious modification of dates (ie. more than just changing one or two fields) should use the MutableDateTime class. DateTime.Propery itself is thread-safe and immutable, as well as the DateTime being operated on.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime.Property,1,"### Properties

There is much more power available, however, through the use of what is termed a property. Each calendar field is associated with such a property. Thus, 'day-of-year', whose value is directly returned by the method `getDayOfYear()`, is also associated with the property returned by the `dayOfYear()` method. The property class associated with `DateTime` is `DateTime.Property`. 

Knowing the methods on the property is the secret to making the most of the API. We have more to say on the usage of properties later in this document.",1,1,org.joda.time.DateTime.Property,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime.Property,resolved_api,1,,,,,
JODATIME-0028,jodatime,TU,ReadableDuration,org.joda.time.ReadableDuration,org.joda.time.ReadableDuration,resolved,1,"Defines an exact duration of time in milliseconds. The implementation of this interface may be mutable or immutable. This interface only gives access to retrieve data, never to change it. Methods that are passed a duration as a parameter will treat null as a zero length duration. The compareTo method is no longer defined in this class in version 2.0. Instead, the definition is simply inherited from the Comparable interface. This approach is necessary to preserve binary compatibility. The definition of the comparison is ascending order by millisecond duration. Implementors are recommended to extend AbstractInstant instead of this interface.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.ReadableDuration,1,"## Durations

A duration in Joda-Time represents a duration of time measured in milliseconds. The duration is often obtained from an interval. 

Durations are a very simple concept, and the implementation is also simple. They have no chronology or time zone, and consist solely of the millisecond duration. 

Durations can be added to an instant, or to either end of an interval to change those objects. In datetime maths you could say: 
    
    
          instant  +  duration  =  instant
    

Currently, there is only one implementation of the `ReadableDuration` interface: `Duration`.",1,0,org.joda.time.ReadableDuration,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.ReadableDuration,resolved_api,1,,,,,
JODATIME-0029,jodatime,TU,Chronology,org.joda.time.Chronology,org.joda.time.Chronology,resolved,1,"Chronology provides access to the individual date time fields for a chronological calendar system. Various chronologies are supported by subclasses including ISO and GregorianJulian. To construct a Chronology you should use the factory methods on the chronology subclass in the chrono package. For example, to obtain the current time in the coptic calendar system: DateTime dt = new DateTime(CopticChronology.getInstance()); The provided chronology implementations are: ISO - Based on the ISO8601 standard and suitable for use after about 1600 GJ - Historically accurate calendar with Julian followed by Gregorian Gregorian - The Gregorian calendar system used for all time (proleptic) Julian - The Julian calendar system used for all time (proleptic) Buddhist - The Buddhist calendar system which is an offset in years from GJ Coptic - The Coptic calendar system which defines 30 day months Ethiopic - The Ethiopic calendar system which defines 30 day months Hopefully future releases will contain more chronologies. This class defines a number of fields with names from the ISO8601 standard. It does not 'strongly' define these fields however, thus implementations are free to interpret the field names as they wish. For example, a week could be defined as 10 days and a month as 40 days in a special WeirdChronology implementation. Clearly the GJ and ISO implementations provided use the field names as you would expect.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Chronology,1,"## Chronology

The Joda-Time design is based around the `Chronology`. It is a calculation engine that supports the complex rules for a calendar system. It encapsulates the field objects, which are used on demand to split the absolute time instant into recognisable calendar fields like 'day-of-week'. It is effectively a pluggable calendar system. 

The actual calculations of the chronology are split between the `Chronology` class itself and the field classes - `DateTimeField` and `DurationField`. Together, the subclasses of these three classes form the bulk of the code in the library. Most users will never need to use or refer directly to the subclasses. Instead, they will simply obtain the chronology and use it as a singleton, as follows: 
    
    
    Chronology coptic = CopticChronology.getInstance(),
    

Internally, all the chronology, field, etc. classes are maintained as singletons. Thus there is an initial setup cost when using Joda-Time, but after that only the main API instance classes (`DateTime`, `Interval`, `Period`, etc.) have creation and garbage collector costs. 

Although the `Chronology` is key to the design, it is not key to using the API !! 

For most applications, the `Chronology` can be ignored as it will default to the ISOChronology. This is suitable for most uses. You would change it if you need accurate dates before October 15, 1582, or whenever the Julian calendar ceased in the territory you're interested in). You'd also change it if you need a specific calendar like the Coptic calendar illustrated earlier.",1,1,org.joda.time.Chronology,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Chronology,resolved_api,1,,,,,
JODATIME-0030,jodatime,TU,Chronology,org.joda.time.Chronology,org.joda.time.Chronology,resolved,1,"Chronology provides access to the individual date time fields for a chronological calendar system. Various chronologies are supported by subclasses including ISO and GregorianJulian. To construct a Chronology you should use the factory methods on the chronology subclass in the chrono package. For example, to obtain the current time in the coptic calendar system: DateTime dt = new DateTime(CopticChronology.getInstance()); The provided chronology implementations are: ISO - Based on the ISO8601 standard and suitable for use after about 1600 GJ - Historically accurate calendar with Julian followed by Gregorian Gregorian - The Gregorian calendar system used for all time (proleptic) Julian - The Julian calendar system used for all time (proleptic) Buddhist - The Buddhist calendar system which is an offset in years from GJ Coptic - The Coptic calendar system which defines 30 day months Ethiopic - The Ethiopic calendar system which defines 30 day months Hopefully future releases will contain more chronologies. This class defines a number of fields with names from the ISO8601 standard. It does not 'strongly' define these fields however, thus implementations are free to interpret the field names as they wish. For example, a week could be defined as 10 days and a month as 40 days in a special WeirdChronology implementation. Clearly the GJ and ISO implementations provided use the field names as you would expect.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Chronology,1,"## Changing `Chronology`

The `DateTime` class also has one method for changing calendars. This allows you to change the calendar for a given moment in time. Thus if you want to get the datetime for the current time, but in the Buddhist Calendar, you would do 
    
    
        // get current moment in default time zone
        DateTime dt = new DateTime(),
        dt.getYear(),  // returns 2004
        // change to Buddhist chronology
        DateTime dtBuddhist = dt.withChronology(BuddhistChronology.getInstance()),
        dtBuddhist.getYear(),  // returns 2547
    

where `BuddhistChronology.getInstance()` is a factory method for obtaining a Buddhist chronology.",1,0,org.joda.time.Chronology,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Chronology,resolved_api,1,,,,,
JODATIME-0031,jodatime,TU,DateTimeUtils,org.joda.time.DateTimeUtils,org.joda.time.DateTimeUtils,resolved,1,DateTimeUtils provide public utility methods for the date-time library. DateTimeUtils uses shared static variables which are declared as volatile for thread-safety. These can be changed during the lifetime of the application however doing so is generally a bad idea.,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTimeUtils,1,"### Change the Current Time

Joda-Time allows you to change the current time. All methods that get the current time are indirected via `DateTimeUtils`. This allows the current time to be changed, which can be very useful for testing. 
    
    
        // always return the same time when querying current time
        DateTimeUtils.setCurrentMillisFixed(millis),
        // offset the real time
        DateTimeUtils.setCurrentMillisOffset(millis),
    

Note that changing the current time this way does not affect the system clock.",1,1,org.joda.time.DateTimeUtils,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTimeUtils,resolved_api,1,,,,,
JODATIME-0032,jodatime,SO,PeriodType,org.joda.time.PeriodType,org.joda.time.PeriodType,resolved,1,"Controls a period implementation by specifying which duration fields are to be used. The following implementations are provided: Standard - years, months, weeks, days, hours, minutes, seconds, millis YearMonthDayTime - years, months, days, hours, minutes, seconds, millis YearMonthDay - years, months, days YearWeekDayTime - years, weeks, days, hours, minutes, seconds, millis YearWeekDay - years, weeks, days YearDayTime - years, days, hours, minutes, seconds, millis YearDay - years, days, hours DayTime - days, hours, minutes, seconds, millis Time - hours, minutes, seconds, millis plus one for each single type PeriodType is thread-safe and immutable, and all subclasses must be as well.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.PeriodType,1,"How to calculate difference ONLY in months using Java's Joda API 

I am writing a program that is supposed to just calculate the months between 2 given dates and return the value to the program. For instance, if I have to calculate the number of months between 1 April and 30 June (which is a quarter, 3 months), and I use the following code: 
    
    
     DateTime start = new DateTime().withDate(2011, 4, 1);
    DateTime end = new DateTime().withDate(2011, 6, 30);
    Months mt = Months.monthsBetween(start, end);
    int monthDiff = mt.getMonths();
    

Using this, I am still getting ""2"" as the number of months, whereas it is actually ""3"" months. This is an example of what I want. I am only calculating the number of months (i.e. from 1st of the start month t the last date of the end month) and I dont need additional analysis like days, weeks, hours, etc. How do I achieve this?

Any help would be appreciated. 
    
    
    DateTime start = new DateTime().withDate(2011, 4, 1);
    DateTime end = new DateTime().withDate(2011, 6, 30);
    Period p = new Period(start, end, PeriodType.months().withDaysRemoved());
    int months = p.getMonths() + 1;
    

You need the `withDaysRemoved()` part to ensure that adding one to the number of months works. Otherwise two dates such as `2011-04-15` and `2011-06-14` would still result in the answer being `2`",1,1,org.joda.time.PeriodType,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.PeriodType,resolved_api,1,,,,,
JODATIME-0033,jodatime,SO,addToCopy,org.joda.time.LocalDate.Property#addToCopy(int),org.joda.time.LocalDate.Property,resolved,1,addToCopy public LocalDate addToCopy (int value) Adds to this field in a copy of this LocalDate. The LocalDate attached to this property is unchanged by this call. Parameters: value - the value to add to the field in the copy Returns: a copy of the LocalDate with the field value changed Throws: IllegalArgumentException - if the value isn't valid,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.LocalDate.Property#addToCopy(int),1,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1,org.joda.time.DateMidnight.Property#addToCopy(int) | org.joda.time.DateTime.Property#addToCopy(int) | org.joda.time.LocalDate.Property#addToCopy(int) | org.joda.time.LocalDateTime.Property#addToCopy(int) | org.joda.time.MonthDay.Property#addToCopy(int) | org.joda.time.Partial.Property#addToCopy(int) | org.joda.time.TimeOfDay.Property#addToCopy(int) | org.joda.time.YearMonth.Property#addToCopy(int) | org.joda.time.YearMonthDay.Property#addToCopy(int),KU uniquely identifies the method return type,joda-time:joda-time:2.4,org.joda.time.LocalDate.Property#addToCopy(int),resolved_api,1,,,,,
JODATIME-0034,jodatime,SO,Interval,org.joda.time.Interval,org.joda.time.Interval,resolved,1,"Interval is the standard implementation of an immutable time interval. A time interval represents a period of time between two instants. Intervals are inclusive of the start instant and exclusive of the end. The end instant is always greater than or equal to the start instant. Intervals have a fixed millisecond duration. This is the difference between the start and end instants. The duration is represented separately by ReadableDuration . As a result, intervals are not comparable. To compare the length of two intervals, you should compare their durations. An interval can also be converted to a ReadablePeriod . This represents the difference between the start and end points in terms of fields such as years and days. Interval is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Interval,1,"How to slice a period of time into several slices in Joda Time? 

I want to make a personal schedule manager using Java and Joda Time. The user has a certain period in a day (eg. 10am-4pm) , for each day in a month. He should be able to extract a period from his day and ""add"" a list of chores (ie strings) to this period. Then he will be shown the remaining portion of his day. He can extract more periods from this until he has no time periods left. He can add an extracted period back to the schedule for the day and remove all chores for that period, that is free time. 

The size of a time slice that can be extracted is decided by the user. number of time slices = total time available in a day/size of time-slice set by user = num of time slices of desired size + remainder time

He can divide his day into chunks of 1hr, 30 mins, 15 mins, 20mins, 40mins etc.

ADDED: The user needs to have his whole schedule saved so that he can come back and check what he was doing in the past. The hours each day can be variable - 10am-4pm, 9am-1pm etc

I am new to Joda Time and I don't know if this is possible in Joda Time and if possible, is it easy or cumbersome. I only need some guidance. I am not asking for the whole code to be typed for me.

Thanks in advance. 

Method split start and end in given interval.
    
    
    private List splitDateTime(long start, long end, int intervalNo) {
    long interval = (end - start) / intervalNo;
    List list = new ArrayList();
    for (long i = start + interval; i < end; i += interval) {
    list.add(new Interval(start, i));
    start=start + interval;
    }
    list.add(new Interval(start, end));
    return list;
    }",1,0,org.joda.time.Interval,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Interval,resolved_api,1,,,,,
JODATIME-0035,jodatime,SO,year(),,,insufficient_occurrence_evidence,0,,pending_occurrence_verification,,0,"Recommended use for Joda-Time's DateMidnight 

The javdoc for `LocalDate#toDateMidnight` reads as follows:

> As from v1.5, you are recommended to avoid DateMidnight and use toDateTimeAtStartOfDay() instead because of the exception detailed below.
> 
> This method will throw an exception if the default time zone switches to Daylight Savings Time at midnight and this LocalDate represents that switchover date. The problem is that there is no such time as midnight on the required date, and as such an exception is thrown.

The fact that midnight does not exist in certain time zones seems like reason enough to avoid using `DateMidnight` entirely (assuming your code is not using a fixed time zone that is known not to have this DST situation and will never need to use different time zones in the future).

However, `DateMidnight` is not deprecated and there is no similar recommendation or warning in the javadoc for the `DateMidnight` class itself. Furthermore, the `DateMidnight` constructor happily accepts an instant and time zone such that midnight does not exist on the given day, rather than throwing an `IllegalArgumentException` like `LocalDate#toDateMidnight`. The resulting `DateMidnight` behaves like a `DateTime` with time at start of day.

When midnight does not exist on a given day, why does `LocalDate#toDateMidnight` throw an exception while the `DateMidnight` constructor does not? What is the recommended use case for `DateMidnight` if any?

There is no good reason to use `DateMidnight`. `LocalDate` is the better option. Thats because midnight does not occur once a year in certain time-zones, completely messing up the usability of the class, and creating bugs in applications.

The constructor was fixed to avoid the worst problem, however seeing a `DateMidnight` object with the internal millisecond value pointing at 01:00 isn't exactly great.",1,1,org.joda.time.Chronology#year() | org.joda.time.DateMidnight#year() | org.joda.time.DateTime#year() | org.joda.time.DateTimeFieldType#year() | org.joda.time.LocalDate#year() | org.joda.time.LocalDateTime#year() | org.joda.time.MutableDateTime#year() | org.joda.time.YearMonth#year() | org.joda.time.YearMonthDay#year() | org.joda.time.chrono.AssembledChronology#year() | org.joda.time.chrono.BaseChronology#year() | org.joda.time.format.ISODateTimeFormat#year(),KU contains no year() invocation or method-specific receiver. The DateTime RE URL was attached by raw name and cannot disambiguate this occurrence among DateTime/LocalDate/DateMidnight/etc. candidates.,joda-time:joda-time:2.4,knowledge-occurrence:JODATIME-0035,unresolved_occurrence,1,Returns the year property of a Joda-Time DateTime and exposes property operations for querying or changing that year field.,official,https://www.joda.org/joda-time/apidocs/org/joda/time/DateTime.html,unverified_identity,Short-name reference does not uniquely identify this occurrence. Original description retained only for review; Qwen generation blocked by HTTP 401 invalid_api_key.
