pair_id,dataset,ku_source,raw_api,canonical_api,canonical_owner,resolution_status,graph_eligible,reference,reference_origin,reference_locator,official_reference_available,ku,identified_relevance,relevant_groundtruth,resolution_candidates,resolution_reason,symbol_artifact,knowledge_entity_id,knowledge_entity_kind,corpus_eligible
SMACK-0021,smack,SO,PacketFilter,org.jivesoftware.smack.filter.PacketFilter,org.jivesoftware.smack.filter.PacketFilter,resolved,1,Deprecated.? use StanzaFilter,dataset_re,data/RE_reference/RE-smack.csv,1,"XMPP Unable to set up a Listener 

I've successfully connected to XMPP server (from android XMPP client), and I can send messages to a user, but I can't receive responses from that same user.

I'm sending messages like this:
    
    
     public void send_message(String message, String buddy) throws XMPPException {
    buddy += ""@localhost"";
    /* send message to user */
    Log.w(""Sending mesage "" + message + "" to user "" + buddy, ""0"");
    chat = chatManager.createChat(buddy, messageListener);
    chat.sendMessage(message);
    }
    

I'm passing the messageListener to the createChat function. The MessageListener's class is:
    
    
    class XMPPMessageListener implements MessageListener {
    private String from;
    private String body;
    public void processMessage(Chat chat, Message message) {
    this.from = message.getFrom();
    this.body = message.getBody();
    Log.w(""*****Received message"" + body + "" from "" + from, ""0*****"");
    }
    }
    

When sending a message to a user I'm getting the following debugging output:
    
    
    W/Sending mesage play to user test@localhost( 823): 0
    D/SMACK ( 823): 10:43:54 AM SENT (1156346368): test249ke0
    D/SMACK ( 823): 10:43:54 AM RCV (1156346368): 
    D/SMACK ( 823): 10:43:54 AM RCV (1156346368): 
    

And the message ""test"" is displayed to the connected user test (in this case). I'm sending the message from a user eleano. We can also see there's a debug output ""ending mesage play to user test@localhost"" being displayed on the screen, indicating that my function is indeed called successfully.

Upon receiving the message from test to eleano, I only get this debug output:
    
    
    D/SMACK ( 823): 10:44:00 AM RCV (1156346368): yes0tlK7o<
    D/SMACK ( 823): 10:44:00 AM RCV (1156346368): /thread>
    

But the user eleano is not receiving the message. We can also notice there's no:
    
    
    Log.w(""*****Received message"" + body + "" from "" + from, ""0*****"");
    

being displayed on the screen, so the MessageListener is never called. Why is that? I've set it up correctly as it says in documentation. 

Any ideas are welcome. And thanks.

Thanks for pointing that out. Your observation led me to setup a listener on connection (and to listen for packages of type Char), rather than setting a listener on the chat object itself.

Now my code looks like the following. I'm sending the packages like this:
    
    
    Message m = new Message(buddy, Message.Type.chat);
    m.setBody(message);
    connection.sendPacket(m);
    

And receiving the messages like the following:
    
    
     /* packet listener: listen for incoming messages of type CHAT on the connection (whatever the buddy) */
    PacketFilter filter = new MessageTypeFilter(Message.Type.chat); 
    xmppManager.connection.addPacketListener(new PacketListener() { 
    public void processPacket(Packet packet) {
    Message mes = (Message)packet;
    Log.w(""***""+mes.toString()+""***"",""0"");
    }
    }, filter);
    

And it works. I can send messages to the user and receive them just fine.",1,1,org.jivesoftware.smack.filter.PacketFilter,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smack.filter.PacketFilter,resolved_api,1
SMACK-0022,smack,TU,RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,org.jivesoftware.smackx.RosterExchangeManager,resolved,1,"Manages Roster exchanges. A RosterExchangeManager provides a high level access to send rosters, roster groups and roster entries to XMPP clients. It also provides an easy way to hook up custom logic when entries are received from another XMPP client through RosterExchangeListeners.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Send a roster entry

Description

Sometimes you may need to send a single roster entry to another XMPP client. Smack also lets you send items at this granularity level.

Usage

Create an instance of  RosterExchangeManager  and use the  #RosterExchangeManager.send(RosterEntry, String)  message to send a roster entry to a given user. The first parameter is the roster entry to send and the second parameter is the id of the user that will receive the roster entries.

Example

In this example we can see how user1 sends a roster entry to user2. 

> 
>           // Connect to the server and log in
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     // Create a new roster exchange manager on conn1
>     RosterExchangeManager rosterExchangeManager = new RosterExchangeManager(conn1);
>     // Send a roster entry (any) to user2
>     rosterExchangeManager1.send((RosterEntry)conn1.getRoster().getEntries().next(), user2);
>",1,1,org.jivesoftware.smackx.RosterExchangeManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.RosterExchangeManager,resolved_api,1
SMACK-0023,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Create a new Room

Description

Allowed users may create new rooms. There are two types of rooms that you can create. Instant rooms which are available for immediate access and are automatically created based on some default configuration and Reserved rooms which are manually configured by the room creator before anyone is allowed to enter.

Usage

In order to create a room you will need to first create an instance of  MultiUserChat . The room name passed to the constructor will be the name of the room to create. The next step is to send  MultiUserChat.create(String nickname)  to the  MultiUserChat  instance where nickname is the nickname to use when joining the room.

Depending on the type of room that you want to create you will have to use different configuration forms. In order to create an Instant room just send  MultiUserChat.sendConfigurationForm(Form form)  where form is an empty form. But if you want to create a Reserved room then you should first get the room's configuration form, complete the form and finally send it back to the server.",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0024,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Manage changes on room subject

Description

A common feature of multi-user chat rooms is the ability to change the subject within the room. As a default, only users with a role of ""moderator"" are allowed to change the subject in a room. Although some rooms may be configured to allow a mere participant or even a visitor to change the subject.

Every time the room's subject is changed you may want to be notified of the modification. The new subject could be used to display an in-room message.

Usage

In order to modify the room's subject just send  MultiUserChat.changeSubject(String subject)  to the  MultiUserChat  that you used to join the room where subject is the new room's subject. On the other hand, if you want to be notified whenever the room's subject is modified you should add a  SubjectUpdatedListener  to the  MultiUserChat  by sending  MultiUserChat.addSubjectUpdatedListener(SubjectUpdatedListener listener)  to the  MultiUserChat . Since the  SubjectUpdatedListener  is an interface, it is necessary to create a class that implements this interface.

Examples

In this example we can see how to change the room's subject and react whenever the room's subject is modified: 

> 
>           // An occupant wants to be notified every time the room's subject is changed
>     muc3.addSubjectUpdatedListener(new SubjectUpdatedListener() {
>     public void subjectUpdated(String subject, String from) {
>     ....
>     }
>     });
>     // A room's owner changes the room's subject
>     muc2.changeSubject(""New Subject"");
>",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0025,smack,TU,SubjectUpdatedListener,org.jivesoftware.smackx.muc.SubjectUpdatedListener,org.jivesoftware.smackx.muc.SubjectUpdatedListener,resolved,1,A listener that is fired anytime a MUC room changes its subject.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Manage changes on room subject

Description

A common feature of multi-user chat rooms is the ability to change the subject within the room. As a default, only users with a role of ""moderator"" are allowed to change the subject in a room. Although some rooms may be configured to allow a mere participant or even a visitor to change the subject.

Every time the room's subject is changed you may want to be notified of the modification. The new subject could be used to display an in-room message.

Usage

In order to modify the room's subject just send  MultiUserChat.changeSubject(String subject)  to the  MultiUserChat  that you used to join the room where subject is the new room's subject. On the other hand, if you want to be notified whenever the room's subject is modified you should add a  SubjectUpdatedListener  to the  MultiUserChat  by sending  MultiUserChat.addSubjectUpdatedListener(SubjectUpdatedListener listener)  to the  MultiUserChat . Since the  SubjectUpdatedListener  is an interface, it is necessary to create a class that implements this interface.

Examples

In this example we can see how to change the room's subject and react whenever the room's subject is modified: 

> 
>           // An occupant wants to be notified every time the room's subject is changed
>     muc3.addSubjectUpdatedListener(new SubjectUpdatedListener() {
>     public void subjectUpdated(String subject, String from) {
>     ....
>     }
>     });
>     // A room's owner changes the room's subject
>     muc2.changeSubject(""New Subject"");
>",1,1,org.jivesoftware.smackx.muc.SubjectUpdatedListener,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.SubjectUpdatedListener,resolved_api,1
SMACK-0026,smack,TU,MessageEventManager,org.jivesoftware.smackx.MessageEventManager,org.jivesoftware.smackx.MessageEventManager,resolved,1,Manages message events requests and notifications. A MessageEventManager provides a high level access to request for notifications and send event notifications. It also provides an easy way to hook up custom logic when requests or notifications are received.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Reacting to Event Notifications

Description

Once you have requested for event notifications you will start to receive notifications of events. You can receive notifications of the following events: delivered, displayed, composing, offline and cancelled. You will probably want to react to some or all of these events.

Usage

The general idea is to create a new  MessageEventNotificationListener  that will listen to the event notifications and react with custom logic. Then you will have to add the listener to the  MessageEventManager  that works on the desired  Connection . 

  * To create a new  MessageEventManager  use the  MessageEventManager.MessageEventManager(Connection)  constructor. 
  * To create an event notifications listener create a class that implements the  MessageEventNotificationListener  interface. 
  * To add a listener to the messageEventManager use the MessageEventManager's message  MessageEventManager.addMessageEventNotificationListener(MessageEventNotificationListener) .

Example

Below you can find an example that logs in a user to the server, adds a  MessageEventNotificationListener  to a  MessageEventManager  that will listen and react to the event notifications, creates a message, adds the requests for notifications and sends the message. 

> 
>           // Connect to the server and log in
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     // Create a MessageEventManager
>     MessageEventManager messageEventManager = new MessageEventManager(conn1);
>     // Add the listener that will react to the event notifications
>     messageEventManager.addMessageEventNotificationListener(new MessageEventNotificationListener() {
>     public void deliveredNotification(String from, String packetID) {
>     System.out.println(""The message has been delivered ("" + from + "", "" + packetID + "")"");
>     }
>     public void displayedNotification(String from, String packetID) {
>     System.out.println(""The message has been displayed ("" + from + "", "" + packetID + "")"");
>     }
>     public void composingNotification(String from, String packetID) {
>     System.out.println(""The message's receiver is composing a reply ("" + from + "", "" + packetID + "")"");
>     }
>     public void offlineNotification(String from, String packetID) {
>     System.out.println(""The message's receiver is offline ("" + from + "", "" + packetID + "")"");
>     }
>     public void cancelledNotification(String from, String packetID) {
>     System.out.println(""The message's receiver cancelled composing a reply ("" + from + "", "" + packetID + "")"");
>     }
>     });
>     // Create a chat with user2
>     Chat chat1 = conn1.createChat(user2);
>     // Create a message to send
>     Message msg = chat1.createMessage();
>     msg.setSubject(""Any subject you want"");
>     msg.setBody(""An interesting body comes here..."");
>     // Add to the message all the notifications requests (offline, delivered, displayed,
>     // composing)
>     MessageEventManager.addNotificationsRequests(msg, true, true, true, true);
>     // Send the message that contains the notifications request
>     chat1.sendMessage(msg);
>",1,1,org.jivesoftware.smackx.MessageEventManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.MessageEventManager,resolved_api,1
SMACK-0027,smack,SO,IncomingFileTransfer,org.jivesoftware.smackx.filetransfer.IncomingFileTransfer,org.jivesoftware.smackx.filetransfer.IncomingFileTransfer,resolved,1,"An incoming file transfer is created when the FileTransferManager.createIncomingFileTransfer(FileTransferRequest) method is invoked. It is a file being sent to the local user from another user on the jabber network. There are two stages of the file transfer to be concerned with and they can be handled in different ways depending upon the method that is invoked on this class. The first way that a file is received is by calling the receiveFile() method. This method, negotiates the appropriate stream method and then returns the InputStream to read the file data from. The second way that a file can be received through this class is by invoking the receiveFile(File) method. This method returns immediately and takes as its parameter a file on the local file system where the file recieved from the transfer will be put.",dataset_re,data/RE_reference/RE-smack.csv,1,"Sending inline images using Smack XMPP 

I am about to create a simple xmpp java client application and for this I am considering to use the Smack XMPP library, which works pretty well.

One feature of the client should be to send inline images to your chatpartner. I browsed through the javadoc of SMACK but I was not able to find how it's possible to send images or in general binary data with SMACK/XMPP. I am not talking about a standard file transfer that the receiving user has to accept, but rather an image which can be sent within a message. Is this possible with SMACK/XMPP? Can anybody provide an example?

You can just make it accepted by default (the user won't be prompted) by using smth like:
    
    
    final FileTransferManager manager = new FileTransferManager(connection); //Use your xmpp connection
    manager.addFileTransferListener(new FileTransferListener() {
    public void fileTransferRequest(FileTransferRequest request) {
    IncomingFileTransfer transfer = request.accept();
    try {
    InputStream input = transfer.recieveFile();
    //This will be a binary stream and you can process it. Create image and display it inline in your chat app.
    } catch (XMPPException e) {
    e.printStackTrace();
    }
    }
    }",1,1,org.jivesoftware.smackx.filetransfer.IncomingFileTransfer,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.IncomingFileTransfer,resolved_api,1
SMACK-0028,smack,SO,PubSubManager,org.jivesoftware.smackx.pubsub.PubSubManager,org.jivesoftware.smackx.pubsub.PubSubManager,resolved,1,"This is the starting point for access to the pubsub service. It will provide access to general information about the service, as well as create or retrieve pubsub LeafNode instances. These instances provide the bulk of the functionality as defined in the pubsub specification XEP-0060.",dataset_re,data/RE_reference/RE-smack.csv,1,"pubsub publish to node success, retrieve from node fail 

Below showed i suggest published to node call ""ghost2""
    
    
    iq id=""kB8dk-0"" to=""computer/2c10ee6b"" type=""result"">admin@computer/Smack
    
    
    
    
    
    book x
    

but when i try to subsript and retrieve from the same node , i get error 404
    
    
    test@computer/Smack
    
    Friends
    
    book x
    
    

You've received the published item:
    
    
    book x
    

You've received the 404 error from ""computer"" (your xmpp server) for this query:
    
    
    

Which hast to do with service discovery. Is it possible that you've removed some messages from the complete conversation?

Edit:

Could you try to replace:
    
    
    PubSubManager manager = new PubSubManager(connection, ""computer"");
    

with this
    
    
    String pubSubAddress = ""pubsub."" + connection.getServiceName();
    PubSubManager manager = new PubSubManager(connection, pubSubAddress);",1,1,org.jivesoftware.smackx.pubsub.PubSubManager,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.pubsub.PubSubManager,resolved_api,1
SMACK-0029,smack,TU,FileTransferRequest,org.jivesoftware.smackx.filetransfer.FileTransferRequest,org.jivesoftware.smackx.filetransfer.FileTransferRequest,resolved,1,A request to send a file received from another user.,dataset_re,data/RE_reference/RE-smack.csv,1,"### Recieving a file from another user - part 2

To accept the file transfer, call the  FileTransferRequest.accept() , this method will create an  IncomingFileTransfer . After you have the file transfer you may start to transfer the file by calling the  IncomingFileTransfer.recieveFile(file)  method. The file provided to this method will be where the data from thefile transfer is saved.

Finally, to reject the file transfer the only method you need to call is  FileTransferRequest.reject()  on the  IncomingFileTransfer . 

For information on monitoring the progress of a file transfer see the monitoring progress section of this document. 

Other means to recieve a file are also provided as part of the  IncomingFileTransfer . Please consult the Javadoc for more information. Examples

In this example we can see how to approve or reject a file transfer request: 

> 
>           // Create the file transfer manager
>     final FileTransferManager manager = new FileTransferManager(connection);
>     // Create the listener
>     manager.addFileTransferListener(new FileTransferListener() {
>     public void fileTransferRequest(FileTransferRequest request) {
>     // Check to see if the request should be accepted
>     if(shouldAccept(request)) {
>     // Accept it
>     IncomingFileTransfer transfer = request.accept();
>     transfer.recieveFile(new File(""shakespeare_complete_works.txt""));
>     } else {
>     // Reject it
>     request.reject();
>     }
>     }
>     });
>",1,1,org.jivesoftware.smackx.filetransfer.FileTransferRequest,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferRequest,resolved_api,1
SMACK-0030,smack,TU,ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved,1,Manages discovery of services in XMPP entities. This class provides: A registry of supported features in this XMPP entity. Automatic response when this XMPP entity is queried for information. Ability to discover items and information of remote XMPP entities. Ability to publish publicly available items.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Publish publicly available items

Description

Publish your entity items to some kind of persistent storage. This enables other entities to query that entity using the disco#items namespace and receive a result even when the entity being queried is not online (or available).

Usage

Once you have your ServiceDiscoveryManager you will be able to publish items to some kind of persistent storage. To publish the items of a given XMPP entity you have to first create an instance of  DiscoverItems  and configure it with the items to publish. Then you will have to send  ServiceDiscoveryManager.publishItems(String entityID, DiscoverItems discoverItems)  to your  ServiceDiscoveryManager  where entityID is the address of the XMPP entity that will persist the items and discoverItems contains the items to publish.

Examples

In this example we can see how to publish new items: 

> 
>           // Obtain the ServiceDiscoveryManager associated with my Connection
>     ServiceDiscoveryManager discoManager = ServiceDiscoveryManager.getInstanceFor(connection);
>     // Create a DiscoverItems with the items to publish
>     DiscoverItems itemsToPublish = new DiscoverItems();
>     DiscoverItems.Item itemToPublish = new DiscoverItems.Item(""pubsub.shakespeare.lit"");
>     itemToPublish.setName(""Avatar"");
>     itemToPublish.setNode(""romeo/avatar"");
>     itemToPublish.setAction(DiscoverItems.Item.UPDATE_ACTION);
>     itemsToPublish.addItem(itemToPublish);
>     // Publish the new items by sending them to the server
>     discoManager.publishItems(""host"", itemsToPublish);
>",1,1,org.jivesoftware.smackx.ServiceDiscoveryManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved_api,1
SMACK-0031,smack,TU,Roster,org.jivesoftware.smack.Roster,org.jivesoftware.smack.Roster,resolved,1,"Represents a user's roster, which is the collection of users a person receives presence updates for. Roster items are categorized into groups for easier management. Other users may attempt to subscribe to this user using a subscription request. Three modes are supported for handling these requests: accept_all -- accept all subscription requests. reject_all -- reject all subscription requests. manual -- manually process all subscription requests.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Roster and Presence 

The roster lets you keep track of the availability (""presence"") of other users. A roster also allows you to organize users into groups such as ""Friends"" and ""Co-workers"". Other IM systems refer to the roster as the buddy list, contact list, etc.

A ` Roster ` instance is obtained using the ` Connection.getRoster() ` method.",1,1,org.jivesoftware.smack.Roster,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smack.Roster,resolved_api,1
SMACK-0032,smack,TU,UserStatusListener,org.jivesoftware.smackx.muc.UserStatusListener,org.jivesoftware.smackx.muc.UserStatusListener,resolved,1,"A listener that is fired anytime your participant's status in a room is changed, such as the user being kicked, banned, or granted admin permissions or the room is destroyed.",dataset_re,data/RE_reference/RE-smack.csv,1,"### Manage affiliation modifications - part 3

In order to ban a user from the room just send the message  MultiUserChat.banUser(String jid, String reason)  to  MultiUserChat .

Smack allows you to listen for affiliation modification events. If you are interested in listening affiliation modification events of any user then use the listener  ParticipantStatusListener . But if you are interested in listening for your own affiliation modification events, use the listener  UserStatusListener . Both listeners should be added to the  MultiUserChat  by using  MultiUserChat.addParticipantStatusListener(ParticipantStatusListener listener)  or  MultiUserChat.addUserStatusListener(UserStatusListener listener)  respectively. These listeners include several notification events but you may be interested in just a few of them. Smack provides default implementations for these listeners avoiding you to implement all the interfaces' methods. The default implementations are  DefaultUserStatusListener  and  DefaultParticipantStatusListener . Below you will find the sent messages to the listeners whenever a user's affiliation has changed.",1,1,org.jivesoftware.smackx.muc.UserStatusListener,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.UserStatusListener,resolved_api,1
SMACK-0033,smack,TU,DefaultMessageEventRequestListener,org.jivesoftware.smackx.DefaultMessageEventRequestListener,org.jivesoftware.smackx.DefaultMessageEventRequestListener,resolved,1,Default implementation of the MessageEventRequestListener interface. This class automatically sends a delivered notification to the sender of the message if the sender has requested to be notified when the message is delivered.,dataset_re,data/RE_reference/RE-smack.csv,1,"### Reacting to Event Notification Requests - part 2

Example

Below you can find an example that connects two users to the server. One user will create a message, add the requests for notifications and will send the message to the other user. The other user will add a  DefaultMessageEventRequestListener  to a  MessageEventManager  that will listen and react to the event notification requested by the other user. 

> 
>           // Connect to the server and log in the users
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     conn2 = new XMPPConnection(host);
>     conn2.login(server_user2, pass2);
>     // User2 creates a MessageEventManager
>     MessageEventManager messageEventManager = new MessageEventManager(conn2);
>     // User2 adds the listener that will react to the event notifications requests
>     messageEventManager.addMessageEventRequestListener(new DefaultMessageEventRequestListener() {
>     public void deliveredNotificationRequested(
>     String from,
>     String packetID,
>     MessageEventManager messageEventManager) {
>     super.deliveredNotificationRequested(from, packetID, messageEventManager);
>     // DefaultMessageEventRequestListener automatically responds that the message was delivered when receives this request
>     System.out.println(""Delivered Notification Requested ("" + from + "", "" + packetID + "")"");
>     }
>     public void displayedNotificationRequested(
>     String from,
>     String packetID,
>     MessageEventManager messageEventManager) {
>     super.displayedNotificationRequested(from, packetID, messageEventManager);
>     // Send to the message's sender that the message was displayed
>     messageEventManager.sendDisplayedNotification(from, packetID);
>     }
>     public void composingNotificationRequested(
>     String from,
>     String packetID,
>     MessageEventManager messageEventManager) {
>     super.composingNotificationRequested(from, packetID, messageEventManager);
>     // Send to the message's sender that the message's receiver is composing a reply
>     messageEventManager.sendComposingNotification(from, packetID);
>     }
>     public void offlineNotificationRequested(
>     String from,
>     String packetID,
>     MessageEventManager messageEventManager) {
>     super.offlineNotificationRequested(from, packetID, messageEventManager);
>     // The XMPP server should take care of this request. Do nothing.
>     System.out.println(""Offline Notification Requested ("" + from + "", "" + packetID + "")"");
>     }
>     });
>     // User1 creates a chat with user2
>     Chat chat1 = conn1.createChat(user2);
>     // User1 creates a message to send to user2
>     Message msg = chat1.createMessage();
>     msg.setSubject(""Any subject you want"");
>     msg.setBody(""An interesting body comes here..."");
>     // User1 adds to the message all the notifications requests (offline, delivered, displayed,
>     // composing)
>     MessageEventManager.addNotificationsRequests(msg, true, true, true, true);
>     // User1 sends the message that contains the notifications request
>     chat1.sendMessage(msg);
>     Thread.sleep(500);
>     // User2 sends to the message's sender that the message's receiver cancelled composing a reply
>     messageEventManager.sendCancelledNotification(user1, msg.getPacketID());
>",1,0,org.jivesoftware.smackx.DefaultMessageEventRequestListener,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.DefaultMessageEventRequestListener,resolved_api,1
SMACK-0034,smack,SO,FileTransferRequest,org.jivesoftware.smackx.filetransfer.FileTransferRequest,org.jivesoftware.smackx.filetransfer.FileTransferRequest,resolved,1,A request to send a file received from another user.,dataset_re,data/RE_reference/RE-smack.csv,1,"Sending inline images using Smack XMPP 

I am about to create a simple xmpp java client application and for this I am considering to use the Smack XMPP library, which works pretty well.

One feature of the client should be to send inline images to your chatpartner. I browsed through the javadoc of SMACK but I was not able to find how it's possible to send images or in general binary data with SMACK/XMPP. I am not talking about a standard file transfer that the receiving user has to accept, but rather an image which can be sent within a message. Is this possible with SMACK/XMPP? Can anybody provide an example?

You can just make it accepted by default (the user won't be prompted) by using smth like:
    
    
    final FileTransferManager manager = new FileTransferManager(connection); //Use your xmpp connection
    manager.addFileTransferListener(new FileTransferListener() {
    public void fileTransferRequest(FileTransferRequest request) {
    IncomingFileTransfer transfer = request.accept();
    try {
    InputStream input = transfer.recieveFile();
    //This will be a binary stream and you can process it. Create image and display it inline in your chat app.
    } catch (XMPPException e) {
    e.printStackTrace();
    }
    }
    }",1,1,org.jivesoftware.smackx.filetransfer.FileTransferRequest,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferRequest,resolved_api,1
